Player Name,Salary,Position,Age,Team,PTS,Total Minutes,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PER
Skylar Mays,116574,PG,25,POR,15.3,189,31.5,0.5,0.462,0.923,3.2,8.3,1.0,0.2,1.7,19.4
Frank Jackson,113114,PG,24,UTA,0.0,5,5.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,-6.8
Deonte Burton,105522,PF,29,SAC,0.0,6,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-12.6
Jarrell Brantley,105522,PF,26,UTA,5.5,39,9.8,0.571,0.444,1.0,1.5,0.8,0.0,0.5,0.5,18.5
Xavier Sneed,102910,SF,25,CHO,4.3,48,12.0,0.5,0.5,1.0,1.3,1.3,0.0,0.3,0.8,9.5
Lindell Wigginton,99438,PG,24,MIL,7.1,87,12.4,0.486,0.333,0.889,1.0,2.0,0.0,0.3,1.7,11.8
Jordan Schakel,96514,SF,24,WAS,1.5,6,3.0,0.5,1.0,,0.0,0.5,0.5,0.0,0.0,24.3
Stanley Umude,58493,SG,23,DET,2.0,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,65.6
Jeenathan Williams,52644,SG,23,POR,10.6,127,25.4,0.615,0.375,0.667,3.0,2.0,0.6,0.4,0.8,15.5
Jay Scrubb,49719,SG,22,ORL,6.5,30,15.0,0.714,1.0,0.5,3.0,0.5,1.0,0.0,1.5,14.2
Justin Minaya,35096,SF,23,POR,4.3,89,22.3,0.304,0.25,0.0,3.8,1.0,0.5,1.3,1.0,4.0
Kobi Simmons,32795,SG,25,CHO,1.0,28,5.6,0.167,0.2,1.0,0.8,1.0,0.0,0.4,0.2,9.0
Gabe York,32171,SG,29,IND,8.0,56,18.7,0.381,0.333,1.0,2.0,1.7,0.7,0.0,0.0,11.8
RaiQuan Gray,5849,PF,23,BRK,16.0,35,35.0,0.5,0.4,1.0,9.0,7.0,0.0,1.0,4.0,15.5
Jacob Gilyard,5849,PG,24,MEM,3.0,41,41.0,0.333,0.333,,4.0,7.0,3.0,0.0,2.0,7.3
